no,pricechangepercent,Below60times,Above60times,for60buy,trust60buy,self60buy,for30buy,trust30buy,self30buy,buysamedays,sellsamedays,FTBDays,TSBDays,SFBDays,FTSDays,TSSDays,SFSDays,P0RateOf0_1,P1RateOf0_1,P2-5RateOf0_1,P6-9RateOf0_1,P10-16RateOf0_1,H0RateOf0_1,H1RateOf0_1,H2-5RateOf0_1,H6-9RateOf0_1,H10-16RateOf0_1,P0RateOf1_2,P1RateOf1_2,P2-5RateOf1_2,P6-9RateOf1_2,P10-16RateOf1_2,H0RateOf1_2,H1RateOf1_2,H2-5RateOf1_2,H6-9RateOf1_2,H10-16RateOf1_2,P0RateO41_4,P1RateOf4_4,P2-5RateOf4_4,P6-9RateOf4_4,P10-16RateOf4_4,H0RateOf4_4,H1RateOf4_4,H2-5RateOf4_4,H6-9RateOf4_4,H10-16RateOf4_4
1262,0.00544217687074838,0,20,0.0505495194367922,0,-0.000863177226813591,0.00857504744413835,0,-0.00198959289868381,0,0,0,0,3,0,0,5,0.00172528356944476,0.00195418989639962,-0.00439879956211636,0.000521957001743401,0.000197369094528612,0,-0.0300000000000002,-0.280000000000001,0.0499999999999989,0.259999999999991,0.000855192751775258,0.00144016893869803,-0.00248771883413582,0.000599500569760745,-0.000407143426098231,0,-0.00999999999999979,-0.210000000000001,0.4,-0.200000000000003,0.00366521955476845,0.00161484679338164,-0.00387491813068028,-0.00106831239067664,-0.000336835826793194,0,-0.0599999999999996,-0.390000000000001,-0.180000000000001,0.609999999999999
1310,-0.0634615384615384,0,20,0.132606075918377,0.00915566741951145,-0.0041222289064467,0.0297029533974217,0.00563017661303291,0.000856271813287643,6,0,7,6,12,0,3,2,0.0024982200733914,-0.000536174657014443,-0.00160286527767196,-0.000362250206144213,3.07006743929458E-06,0,-0.0300000000000011,-0.289999999999999,-0.390000000000001,0.740000000000009,0.0118402442245356,-0.00665685789018089,-0.00460040342524506,-0.000602069988031183,1.90870789216146E-05,0.00999999999999979,-0.35,-0.93,-0.630000000000001,1.95,0.0310952236828914,-0.0191472808531137,-0.0103598153973302,-0.00170657631451165,0.000118448882064112,0.00999999999999979,-1.03,-2.35,-1.78,5.16
1423,-0.00961538461538458,10,18,0.00239450867052023,0,-0.00013728323699422,0.00113439306358382,0,-0.000101156069364162,0,0,0,0,0,0,0,1,0.00381109465468832,-0.00200272066876694,-0.00146422494646364,-0.000274879424486937,-6.92696149707074E-05,-0.01,0,-0.0400000000000009,-0.0199999999999996,0.0799999999999983,0.00501652751324333,-0.00226686194687237,-0.00262790312860696,-5.83750781911301E-05,-6.33873595728141E-05,-0.01,0,-0.16,-0.0299999999999994,0.210000000000008,0.00817781336943213,-0.00419371592312739,-0.00319855974881958,-0.000588937386974901,-0.000196600310510194,-0.01,-0.0300000000000002,-0.210000000000001,-0.0199999999999996,0.269999999999996
1439,-0.129120879120879,1,20,0.00775005434782609,0,0.000652173913043478,-0.00808695652173913,0,0.000489130434782609,0,0,0,0,1,0,0,5,-0.00387846133874981,0.00498168580602626,-0.00090374845658811,-1.74272781637841E-05,-0.000182048732524579,0,0.140000000000001,0.0800000000000001,0.43,-0.659999999999997,-0.00521021375308806,0.00419298165332377,0.00113032666699742,-7.28592204879593E-05,-4.02353467452371E-05,0,0.140000000000001,0.109999999999999,0.199999999999999,-0.439999999999998,-0.00811058314043644,0.00693250278295277,0.00160502234330494,-0.000362181122803455,-6.47608630178357E-05,0,0.2,0.18,-0.0299999999999994,-0.350000000000009
1451,0.107421875,0,20,-0.00471641414141414,0.0018030303030303,-0.000227272727272727,-0.00113560606060606,0.0018030303030303,0.000535353535353535,0,0,3,1,2,0,0,2,0.00175347009432658,-0.00129115461892398,-0.000696353339283071,0.000283768892167493,-4.97310282870744E-05,0,-0.0499999999999998,-0.140000000000001,0.0999999999999996,0.0799999999999841,0.00505689426094869,-0.00452335311127677,-0.000774680151509763,0.00027029773933241,-2.91587374946349E-05,0,-0.16,-0.230000000000002,0.109999999999999,0.25,0.00804061490218144,-0.00696225373676868,-0.00162375434064857,0.000419939427746312,0.000125453747489417,0,-0.23,-0.35,0.210000000000001,0.389999999999986
1477,0.317073170731707,1,20,0.0957287698838544,0.00450795421038591,0.00755183148236077,0.0422680572386414,-0.00694422037791991,0.00262316391611675,1,0,4,2,7,2,4,1,-0.00371653399521749,0.00240643923376987,0.000951084162708754,0.00033686859929968,2.21419994391597E-05,-0.01,0.0599999999999996,0.129999999999999,0.190000000000001,-0.399999999999991,-0.00856664432868504,0.00813212295227222,5.41268205166145E-05,-6.1195362675362E-05,0.000441589918571579,-0.01,0.159999999999999,0.0400000000000009,0.0300000000000011,-0.219999999999999,0.00292661813096368,-0.00195723856539637,-0.00332245915755422,0.00149566389010333,0.000795315472112718,-0.01,-0.170000000000001,-0.44,0.620000000000001,-0.00999999999999091
1515,0.113941018766756,0,20,0.0959693453865165,0.0130432266970109,0.0052790076788071,0.0921361796625954,0.00232540839296096,-0.00216009500009643,4,1,6,4,7,1,4,5,0.0437270520949269,-0.0347675385333089,-0.00850801965999806,-0.00191464885895833,0.0013387459003591,0.01,-0.76,-1.01,-1.18,2.87,0.0698543032128,-0.0499086432053599,-0.0198243352275037,-0.00324419530383892,0.00312287052390257,0.01,-1.33,-2.04,-2.61,5.96000000000001,0.0771650784022875,-0.0490437775260833,-0.0268891792799069,-0.00512392582274211,0.00377843839490638,0.01,-1.46,-2.66,-3.21,7.31
1582,0.260211800302572,0,20,0.00904978381305946,-0.000284907950605707,-0.00437667107100681,0.0031198511728157,-0.000333402920921572,-0.00306730687247846,0,0,0,0,0,0,0,5,0.000167993502358521,0.000622355696795751,-0.000493820591010607,-0.000195223496961588,-0.00010130511118203,-0.02,0.0899999999999999,0.0799999999999983,0.0700000000000021,-0.229999999999997,-0.000734477020912505,0.0018295274776578,-0.000787046909343003,-0.000204446345337703,-0.000103557202064571,-0.04,0.0999999999999996,0.0899999999999999,0.0300000000000011,-0.189999999999998,-0.000153389149061822,0.00210639935840112,-0.00180588049720221,-4.71104989601435E-05,-0.000100019213176919,-0.0900000000000003,0.0299999999999994,-0.0400000000000027,0.250000000000002,-0.159999999999997
1722,0.0176600441501105,7,16,-0.00710685714285714,0.00864794795918367,0.00136734693877551,0.00555246224489796,0.00337100204081633,0.000377551020408163,4,0,9,9,6,0,0,2,-0.000416800152376051,5.24624263790185E-05,0.000423644258456951,-7.81412062913628E-05,1.88346738313992E-05,0,0.00999999999999979,0.0800000000000018,-0.0199999999999996,-0.0700000000000074,0.00329295078069064,-0.00220576376180781,-0.000700311546230264,-0.000457021046826728,7.01455741741975E-05,0,-0.109999999999999,-0.169999999999998,-0.41,0.699999999999989,0.00334962338330203,-0.00221792096669482,-0.000969567040165098,-0.000339824379086057,0.000177689002643881,0,-0.109999999999999,-0.179999999999998,-0.27,0.569999999999993
1730,0.0419161676646706,0,20,-0.00188405415953553,0,0.00121488726030619,-0.00140962472774274,0,0.00131258809462672,0,0,0,0,0,0,0,2,0.00362509666525102,-0.00436266525939233,-0.000755239391381807,0.00135885435728914,0.00013395362823398,0.01,-0.140000000000001,-0.0399999999999991,0.450000000000003,-0.259999999999991,0.00640222148225666,-0.00747431262486919,-0.000388283702787554,0.00130131528874512,0.000159059556654933,0,-0.369999999999999,-0.0800000000000001,0.680000000000001,-0.22999999999999,0.0140292660789294,-0.0163720944413565,0.000149660749423644,0.00198677942966502,0.000206388183338376,0.01,-0.65,-0.220000000000001,1.08,-0.209999999999994
2007,-0.0370370370370371,2,20,-0.000533306585840906,0,-3.76895113668485E-06,-0.000495617074474058,0,-3.76895113668485E-06,0,0,0,0,2,0,0,2,0.000329952623073226,3.23872457471674E-05,-0.000381530391500476,-2.53535996307674E-05,4.45441223108222E-05,0,0.0100000000000002,-0.0399999999999991,-0.0300000000000002,0.0699999999999932,0.000215589016752449,0.000260080438763188,-0.000405649460293131,-0.000196729837286663,0.000126709842064091,0,0,-0.0499999999999989,-0.12,0.170000000000002,0.000347852964131978,0.000478308617843509,-0.000686208825743703,-0.000185573383247803,4.56206270159757E-05,0,0,-0.0499999999999989,-0.0900000000000007,0.139999999999986
2069,0.10082304526749,3,20,0.00147269903418682,0,-0.000538473486185109,0.00228365307964632,0,0.00108992223709757,0,0,0,0,1,0,0,1,0.00198962278781124,-0.00625852610993849,0.00389040318150397,-0.000672363444246135,0.00105086358486946,0,-0.0499999999999998,0.04,-0.34,0.329999999999998,0.00257871148310196,-0.00672845703390257,0.00812293451428298,-0.00507673420910372,0.00110354524562137,0,-0.0299999999999998,0.19,-0.479999999999999,0.340000000000003,0.00495703594197541,-0.00798101925792949,0.00275735536753741,-0.00104275286757038,0.00130938081598712,0,-0.04,-0.0199999999999996,-0.24,0.299999999999997
2101,0.2,5,20,0.000860615135015382,0.000126365978321013,-0.00107922092681709,0.00179713907261999,-3.86600918673144E-06,-0.000249419947531061,0,0,0,0,3,0,0,3,0.000234622256018169,0.000154135152126422,-0.000128851710693434,-0.000235219659011729,-2.46860384394395E-05,0,0,-0.00999999999999801,-0.0800000000000018,0.0900000000000034,0.000384513025111333,-0.000451513336387877,0.000311956237029981,-0.000138359895103787,-0.000106596030649629,0,-0.0100000000000007,0,-0.0200000000000031,0.039999999999992,0.0010152238081742,-0.00125946192011678,0.000365404382506734,-3.60003258732464E-05,-8.51659446909443E-05,0,-0.0200000000000005,-0.0399999999999991,-0.0800000000000018,0.140000000000001
2301,0.12125,0,20,0.018706779839686,0.00189109206921746,0.0028032210713311,0.0216906466022533,0.000810457152218893,-0.000270963857729577,7,0,13,8,9,0,1,0,0.00169157401519293,-0.00129539223665792,-0.000454172005721482,-1.09539202354635E-05,6.89441474220082E-05,0,-0.0300000000000002,-0.0500000000000007,0.0199999999999996,0.0700000000000074,0.0081125856119364,-0.00600200404708529,-0.00213847221909927,-8.54210870956367E-05,0.000113311741343795,0,-0.13,-0.240000000000001,-0.0700000000000003,0.459999999999994,0.0148045874795264,-0.00987881087356485,-0.00474156278216838,-0.000407036211632518,0.000222822387839426,0,-0.23,-0.48,-0.21,0.939999999999998
2373,-0.0128342245989305,14,16,-0.00761634556325941,-0.00235346771366764,-5.50375165771941E-05,-0.0022819401103929,-0.00249606568546403,0.000118542343397034,0,2,0,0,1,6,2,3,-0.000542790895796896,0.000675119832469817,-6.40317287446124E-05,1.32274441584559E-06,-6.96199523441444E-05,0,0,-0.00999999999999979,0.0299999999999998,-0.0300000000000011,-0.000787244134634935,0.000773201240771654,0.000151311562201557,-0.000138531785775719,1.26311743743742E-06,0,0.0100000000000002,0.02,-0.0700000000000003,0.0499999999999972,-0.000622454870833677,0.000729435279100743,2.5368734355824E-05,-0.000135379131972216,3.02998934929031E-06,0,0,0.0300000000000002,-0.11,0.0799999999999983
2395,0.142857142857143,1,20,0.0108804972095059,0.00158151639171855,-8.01555578911994E-05,0.00802019049798515,-0.00066185446095237,8.44496056353709E-05,0,0,1,1,7,3,5,0,0.00239881957041033,-0.00187960918365071,-0.000516985997193187,8.84644463321205E-05,-9.06888358985641E-05,0,-0.01,-0.01,-0.0200000000000005,0.0600000000000165,0.00994302278158521,-0.0108387542514743,-6.61235643201197E-06,0.000606562289312863,0.000295781537008256,0,-0.05,-0.0299999999999998,-0.0500000000000007,0.140000000000015,0.00887155305228127,-0.00867228407603676,-0.000673711832391261,-2.66039245662431E-06,0.000477103248603367,0,-0.04,-0.0699999999999998,-0.0900000000000007,0.200000000000003
2427,0.0137614678899083,2,20,0.00253913877610353,0,-0.000141063265339085,0.000987442857373596,0,-0.000130212244928386,0,0,0,0,0,0,0,1,0.0017240423336421,-0.00326702086055469,0.00130430313188706,0.000219969256565134,-7.21451380000363E-05,0,-0.0999999999999996,1.77635683940025E-15,-0.0899999999999999,0.039999999999992,0.00638032293319607,-0.00362075210098145,-0.00348240364809771,0.000654047323633018,6.8785492250097E-05,0,-0.2,-0.6,-0.290000000000001,1.09999999999999,0.010446658730579,-0.00529698561183778,-0.00574908815492955,0.00040127722408035,0.000198137812107925,0,-0.29,-0.94,-0.44,1.67
2444,-0.104347826086956,0,20,0.0354119547633025,0,-0.00031262560384938,0.0305236271394758,0,-0.000303152100702429,0,0,0,0,4,0,0,1,-0.00244232527132993,0.00167324772014923,0.000810672413324748,8.62745635371968E-05,-0.000127869425681283,0,0.0599999999999996,0.449999999999999,0.579999999999998,-1.09,0.00585534487501493,-0.00432617495162815,-0.00205333432585757,0.000494343832615374,2.98205698553949E-05,0,-0.23,-0.350000000000001,0.790000000000003,-0.20000000000001,0.00838615090213723,-0.00467713078370288,-0.00443389983496563,0.0008005839035213,-0.000131185767105415,0,-0.36,-0.93,1.21,0.0899999999999963
2501,0.175609756097561,0,20,0.0124899615139628,0.00467186178593464,-0.000111248992882918,0.00398570904406337,0.00190141949221839,-2.32846729289829E-05,1,1,4,1,2,3,1,6,0.00159823439028212,-0.00064066959416359,-0.000803735871523326,-0.000275299661694033,0.000147880350198045,0,-0.02,-0.0599999999999996,-0.13,0.219999999999999,0.00252753403887396,-0.00172225503879414,-0.000758666012163733,-4.84686899021973E-05,2.8265315085269E-05,0,-0.04,-0.0599999999999996,-0.0999999999999996,0.200000000000003,0.0031492941677983,-0.00228209488860198,-0.00111453309698936,7.59132928752314E-05,0.000197830138016948,0,-0.0500000000000003,-0.109999999999999,-0.0899999999999999,0.249999999999986
2514,-0.112994350282486,0,20,0.00109890542793784,0,0.000206113085009988,0.00057000867683213,0,0.000113211478724019,0,0,0,0,2,0,0,1,-0.00276058901589216,0.00328757757308457,-0.000305936227507991,-3.49662485922397E-05,-0.000186086081092138,0,0.04,0.01,0.1,-0.140000000000015,0.000526648548858644,0.0018687731496598,-0.0021232973165065,-9.74783843207122E-05,-0.000174645997691185,0,0.02,-0.0900000000000001,0.0700000000000003,0.0199999999999818,0.0070138384979449,-0.00228461491721832,-0.00414692734578146,-0.000471841001318021,-0.000110455233627101,0,-0.03,-0.2,-0.04,0.269999999999996
2597,0.135396518375242,0,20,0.00278518518518519,0,0,0.00337777777777778,0,7.40740740740741E-06,0,0,0,0,3,0,0,0,0.00844028439700134,-0.00848410396570981,-0.00117350496523487,0.00109539778407847,0.000121926749864872,0,-0.15,-0.089999999999999,0.18,0.0500000000000114,0.012463521975833,-0.0122488275644091,-0.00204396411145771,0.00149571043371846,0.000185323274616554,0,-0.25,-0.109999999999999,0.119999999999999,0.230000000000004,0.0194239916567037,-0.0202579424548768,-0.00116922027839958,0.00143135220900135,0.000571818867571341,0,-0.41,-0.19,0.0999999999999996,0.5
2607,0.00749063670411982,6,17,-0.00095582487239499,0,-2.62383298304507E-05,0.00214873179647227,-0.000843374887407344,-7.40295734502002E-05,0,0,0,0,1,0,1,1,0.000205915930607259,8.03571170526762E-05,-0.000247760626255672,-2.16845091964984E-05,-1.68279122077309E-05,0,0,-0.0400000000000009,0,0.0500000000000114,0.000814950859673091,-0.000429892003128762,-0.000477286629391838,0.000197415965665998,-0.000105188192818519,0,-0.0200000000000005,-0.0700000000000003,0.0199999999999996,0.0799999999999983,0.00146789628526106,-0.000646756417139849,-0.00101223852412519,0.000246847088669795,-5.57484326658099E-05,0,-0.04,-0.140000000000002,-0.0600000000000005,0.240000000000009
2610,-0.0995433789954338,0,20,0.0148344795666718,0.00184339394920437,-0.000459517831036137,0.0213505912505165,0.00178368385661619,-0.00021242008054254,8,1,12,8,9,1,3,2,0.000469393197169543,-0.000353788398611443,-8.91282893137613E-05,-4.13112110030436E-05,1.48347017586772E-05,0,0,-0.0200000000000005,-0.0299999999999994,0.0499999999999829,0.00122583297489176,-0.000953075874465414,5.67067438412283E-05,-0.000419032436466453,8.95685921989565E-05,0,-0.0100000000000002,-0.0500000000000007,-0.139999999999999,0.179999999999993,0.00534244430899394,0.00057881310819663,-0.00418029767660386,-0.00183263771365153,9.16779730648735E-05,0,-0.0500000000000003,-0.28,-0.399999999999999,0.719999999999985
2617,-0.110024449877751,18,8,0.0480188179433101,0.0023508578008125,0.000635043136814793,-0.00427276193562557,-0.00491020146163589,0.000218071416793005,1,0,2,1,6,0,0,5,0.000673111823030592,-0.00124486399243251,0.000940647780830917,-0.000263589999720697,-0.000105305611708254,0,-0.0200000000000005,0.0599999999999987,-0.0800000000000001,0.0199999999999818,0.000462299468077493,-0.00137311442078558,0.0014337898906831,-0.000536594871798864,1.36199338238319E-05,0,-0.04,0.17,-0.0700000000000003,-0.0600000000000023,-0.00398240943025804,0.00275871379544723,0.00281524495949179,-0.00140752706685536,-0.000184022257825639,0,0.0999999999999996,0.42,-0.210000000000001,-0.320000000000007
2633,0.172638436482085,0,20,0.0184647844255874,0.00239424721867423,-0.000795800779000588,0.0115003228035536,-0.000318475953815552,0.00015475384650804,1,0,5,1,11,0,4,0,-0.00403608265545968,0.00397590312896751,0.000242879848460303,-0.000106841270450818,-7.58590515173834E-05,0,0.03,0.04,0.0199999999999996,-0.11999999999999,-0.00900630258242158,0.00910314902972603,0.000181849182732147,-0.000322371775388901,4.36761453522999E-05,0,0.0699999999999998,0.1,0.0699999999999994,-0.239999999999995,-0.0157398197652615,0.0164192734702782,0.000720353388670797,-0.00136137271832426,-3.84343753632495E-05,0,0.11,0.18,0.0599999999999996,-0.339999999999989
2636,0.0659999999999999,17,8,-0.0091498611834535,0.000312644170155424,-8.44984243663307E-05,-0.0114072872894546,0.000160547006296028,-0.000473191176451452,0,0,1,0,0,0,0,3,0.000319120431732767,-0.000714616493808912,0.000506604114439591,-6.03801348944295E-05,-5.07279174691015E-05,0,-0.00999999999999979,0.220000000000002,0.100000000000001,-0.32,0.000640818806951771,-0.00160576183612576,0.0010111347999959,-9.43038171804054E-05,4.81120463584508E-05,0,-0.0599999999999996,0.290000000000003,-0.25,0.0300000000000011,0.0025414522009406,-0.00240396794484432,0.000151124146304082,-0.000440097373584645,0.000151488971184261,0,-0.0499999999999998,0.180000000000003,-0.849999999999998,0.730000000000004
2704,-0.0848861283643891,0,20,5.17819330998519E-05,8.44863118997583E-05,-0.000109014595999688,-0.000790355820997739,8.44863118997583E-05,-0.000109014595999688,0,0,0,1,1,0,0,2,-0.0126901041562085,0.0089102053304797,0.00357693386480816,0.000196138712781364,6.82624813935339E-06,0,0.22,0.409999999999999,0.11,-0.739999999999995,-0.0257198371827115,0.0192610058999476,0.00605617117210816,0.000531247864162202,-0.000128587753506406,0,0.45,0.64,0.37,-1.47,-0.0354367144427925,0.0293460279656755,0.00572827742822543,0.000563229666160583,-0.000200820617268944,0,0.65,0.69,0.510000000000001,-1.88
2913,-0.021341463414634,0,20,0.000509994936708861,0,-6.58227848101266E-05,0.00580953291139241,0,0.000151898734177215,0,0,0,0,3,0,0,4,0.000670935145554274,-0.000535827194870497,-0.000105731467110723,-3.30903651166222E-05,3.7138815436751E-06,0,-0.0199999999999996,-0.0299999999999976,-0.0199999999999996,0.0799999999999983,0.00215133183784344,-0.00135090524953024,-0.000857558376738829,-1.90784737003728E-05,7.62102621260745E-05,-0.01,-0.0599999999999996,-0.16,-0.140000000000001,0.379999999999995,0.00623422927397865,-0.00321303808786116,-0.00268772036226582,-0.000365372905587984,3.19020817363177E-05,-0.01,-0.149999999999999,-0.42,-0.389999999999999,0.980000000000004
2915,-0.0346062052505966,0,20,0.0214094895775293,-0.00053180732235678,-0.000887502164826177,0.00858875278525802,-0.000726550947896358,-0.000156144721258428,1,0,1,2,3,1,1,3,-0.00201074582274363,0.00148709655558715,0.000660483248204738,-3.91313465857319E-05,-9.77026344625292E-05,0,0.0300000000000002,0.0599999999999987,0.109999999999999,-0.209999999999994,-0.00259458065313811,0.00292910201874969,-0.000299953069794606,0.00010574782492858,-0.000140316120745593,-0.01,0.04,-8.88178419700125E-16,0.229999999999999,-0.25,-0.00076562532645863,0.00185401427093418,-0.00138283046127106,0.000389544965978657,-9.51034491831083E-05,-0.02,-0.00999999999999979,-0.12,0.42,-0.269999999999996
3037,0.281385281385281,0,20,0.0896177014871465,0.0183163763809102,-0.00528020493638252,0.105848631490592,0.0289156049966615,0.002236744250675,5,1,10,5,9,1,4,3,0.0101903209921365,-0.00100553349343946,-0.00722724794500709,-0.00180227214620826,-0.00015526740748169,0,-0.199999999999999,-0.830000000000002,-0.989999999999998,2,0.0265322258700572,-0.00777271389751599,-0.0159611101056673,-0.00293815311262168,0.000139751245747826,0,-0.55,-1.9,-1.99,4.42,0.0485383472203951,-0.0201309459334226,-0.0237210741005939,-0.00503563171932395,0.000349304532945301,0,-1.07,-3.19,-3.46,7.71000000000001
3229,-0.195652173913044,10,19,-0.0029834504793897,0,-1.06933708938699E-05,-0.00329355823531193,0,0,0,0,0,0,0,0,0,0,0.00369739144509246,-0.002668690889575,-0.00173989707079558,0.00080742113742948,-9.62246221513901E-05,0,-0.12,-0.15,0.720000000000002,-0.439999999999998,0.00112107685065216,-0.00111214631846879,-0.00122977755736017,0.00134614986660461,-0.000125302841427818,0,-0.04,-0.16,0.699999999999999,-0.479999999999997,0.00147038339772376,-0.00046994005359996,-0.0029516764340366,0.0022118260246421,-0.000260592934729343,0,0,-0.310000000000001,1.16,-0.849999999999994
3454,0.28586609989373,1,20,-0.00571868074242493,0.00292381825806129,-0.000158324166807975,-0.00535349939318934,0.00271074648217018,-0.000236746417656785,2,1,4,3,3,3,2,4,-0.0061250939921097,0.00499939695229398,0.00140591530706809,-0.000214860139014993,-6.53581282374271E-05,-0.01,0.15,0.449999999999999,0.0700000000000021,-0.660000000000011,-0.0141338447907972,0.012795651716512,0.00159354577697909,-0.000243803725280088,-1.15489774138403E-05,-0.03,0.54,0.309999999999999,-0.549999999999999,-0.260000000000005,-0.0178630299137096,0.0190318092342562,-0.00160105103184326,0.000525560693066165,-9.32889817695645E-05,0,0.710000000000001,0.0500000000000007,1.33,-2.08
3703,0.120567375886525,0,20,0.00282385674777596,0.000122689552260635,-9.5965095332576E-05,0.0014627109157915,0.000122689552260635,-8.50323629529155E-06,0,0,1,0,1,0,0,2,0.000225140692537651,3.32196190458434E-05,-0.000252736689105887,-5.08627827957436E-05,4.52391603181102E-05,0,-0.00999999999999979,0,-0.0199999999999996,0,0.00102264930601353,-0.00030309044943011,-0.000863204625828118,7.27599373758561E-05,7.088583186886E-05,0,-0.02,-0.0600000000000005,0.00999999999999979,0.0500000000000114,0.00267903404661252,-0.00162371366243375,-0.00214070013219636,0.00113044177169393,-4.50620236763597E-05,0,-0.0299999999999998,-0.15,0.279999999999998,-0.0999999999999943
4142,-0.0163170163170162,16,9,-7.57120873236968E-05,0,-0.00472554889917317,0.000155630401720932,0,-0.000292185563663367,0,0,0,0,0,0,0,2,0.000485738503114064,-3.6299741291379E-05,-0.000527031591740418,7.37957858496091E-05,3.79704406813309E-06,-0.01,0.0100000000000016,-0.0400000000000027,0.00999999999999801,0.019999999999996,0.000589817866644582,-0.00123725136451736,0.000192507301658096,0.000409199474988887,4.57267212258085E-05,-0.01,-0.0199999999999996,-0.0799999999999983,0.0399999999999991,0.0699999999999932,0.00373342764423645,-0.0049578939500774,6.0142125255902E-05,0.0010875366365129,7.67875440721108E-05,-0.01,-0.199999999999999,-0.139999999999997,0.43,-0.0900000000000034
4764,0.0280970625798212,10,17,0.00441211238303461,0.00136087881944249,-0.00511312255048975,0.000759227130846865,0.00020055056286521,-0.000644626809209603,0,0,1,1,4,0,0,2,-0.000666670660880872,0.00318956159323391,-0.00170589257343046,-0.000640526713395345,-0.000176471645527285,0,0.0600000000000001,-0.0100000000000007,-0.0699999999999985,-0.0100000000000051,-0.00292992458879987,0.00315773036993305,-0.0003689811947932,-4.65237158652348E-05,0.000187699129525234,0,0.0100000000000002,-0.0300000000000002,-0.0299999999999994,0.0600000000000023,0.00292273279587071,-0.00814436997400891,-0.00144253960241877,0.0048313627954026,0.00183281398515431,0,-0.14,-0.37,0.119999999999999,0.390000000000001
